acousticness,tempo,artist,genre,year,duration_ms,song
0.00232,128.658,LMC,Dance/Electronic,2004,171546,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit
0.25,100.028,Cashmere Cat,"pop, rock",2018,186231,Miss You (with Major Lazer & Tory Lanez)
0.266,119.075,Toby Keith,country,2005,227840,As Good As I Once Was
0.191,119.961,Gwen Stefani,"pop, R&B",2006,246466,The Sweet Escape
0.099,136.048,Cardi B,"hip hop, pop",2018,253390,I Like It
0.0358,82.996,Nelly,"hip hop, pop, R&B",2005,271160,Grillz
0.225,125.139,Akon,pop,2006,293066,Don't Matter
0.0102,150.062,Future,"hip hop, pop",2017,204600,Mask Off
0.0737,130.089,Ava Max,pop,2019,183026,So Am I
0.229,105.955,James Morrison,"pop, R&B",2011,229303,I Won't Let You Go
0.0148,79.166,Lenny Kravitz,"rock, pop",2000,231666,Again
0.328,198.075,Maluma,latin,2018,184720,Corazón (feat. Nego do Borel)
0.00511,154.837,Fall Out Boy,rock,2007,203506,Thnks fr th Mmrs
0.372,117.986,Jonas Blue,"pop, Dance/Electronic",2016,196613,Perfect Strangers
0.534,97.914,Mary J. Blige,"pop, R&B",2001,326240,No More Drama
0.00513,155.008,Travis Scott,"hip hop, Dance/Electronic",2018,312820,SICKO MODE
0.128,93.763,Lana Del Rey,pop,2012,289080,Ride
0.0828,140.144,50 Cent,"hip hop, pop",2007,247946,Ayo Technology
0.26,150.028,Jessie J,"hip hop, pop",2014,199386,Bang Bang
0.071,159.841,T.I.,"hip hop, pop",2008,338853,Live Your Life
0.0192,125.01,Bastille,"pop, rock",2013,214205,Of The Night
0.189,143.052,Chamillionaire,"hip hop, pop",2005,303053,Ridin'
0.0525,108.061,David Guetta,"hip hop, pop, Dance/Electronic",2015,193333,Bang My Head (feat. Sia & Fetty Wap)
0.119,162.994,Mac Miller,hip hop,2011,165908,Donald Trump
0.176,87.025,Nelly,"hip hop, pop, R&B",2016,293666,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster
0.163,95.05,Ed Sheeran,pop,2017,263400,Perfect
0.025,162.131,One Direction,pop,2013,157293,One Way or Another (Teenage Kicks)
0.182,134.199,Twista,"hip hop, pop, R&B",2004,233360,Overnight Celebrity
0.0509,139.631,Coldplay,"rock, pop",2011,278719,Paradise
0.107,160.108,Bryson Tiller,"hip hop, pop, R&B",2015,194613,Exchange
0.038,95.0,Michael Jackson,"pop, R&B",2001,337733,You Rock My World
0.0191,131.959,Cobra Starship,"pop, Dance/Electronic",2011,215693,You Make Me Feel... (feat. Sabi)
0.0646,164.02,Wiz Khalifa,"hip hop, pop",2011,217666,Black and Yellow
0.0309,125.014,Avicii,"pop, Dance/Electronic",2013,255093,Hey Brother
0.0205,127.99,Bingo Players,"pop, Dance/Electronic",2013,166933,Get Up (Rattle) - Vocal Edit
0.323,94.931,Vanessa Carlton,"Folk/Acoustic, pop",2002,237493,A Thousand Miles
0.0206,107.011,Ciara,"pop, R&B",2009,220426,Love Sex Magic (feat. Justin Timberlake)
0.369,80.025,Wiz Khalifa,"hip hop, pop",2015,229525,See You Again (feat. Charlie Puth)
0.000673,114.962,Little Mix,pop,2012,219733,Wings
0.0822,78.375,Blue,pop,2001,207560,If You Come Back
0.0737,169.961,Panic! At The Disco,rock,2005,185586,I Write Sins Not Tragedies
0.0802,81.946,Jason Derulo,"hip hop, pop",2013,193295,Wiggle (feat. Snoop Dogg)
0.0521,98.043,Kodak Black,hip hop,2018,228759,ZEZE (feat. Travis Scott & Offset)
0.0513,89.989,Joe,"pop, R&B",2000,213026,Stutter (feat. Mystikal) - Double Take Remix
7.95e-05,132.032,Katy Perry,pop,2008,220226,Hot N Cold
0.0328,139.066,Gigi D'Agostino,pop,2011,238759,L'Amour Toujours
0.234,76.899,Justin Timberlake,pop,2013,484146,Mirrors
0.0756,104.917,Petey Pablo,"hip hop, pop",2003,235186,Freek-A-Leek
0.0401,65.043,Justin Bieber,pop,2010,214240,Baby
0.00359,176.042,Fall Out Boy,rock,2015,228360,Centuries
0.00177,150.005,Boys Like Girls,pop,2009,226706,Love Drunk
0.0653,91.066,P!nk,pop,2010,251440,Sober
0.00376,127.91,Christina Aguilera,pop,2006,228906,Ain't No Other Man
0.0292,118.016,Timbaland,"hip hop, pop, R&B",2007,184400,Apologize
0.922,119.93,John Legend,"pop, R&B",2013,269560,All of Me
0.296,98.994,Mabel,"pop, Dance/Electronic",2019,178480,Don't Call Me Up
0.259,86.003,Meek Mill,"hip hop, pop",2018,180522,Going Bad (feat. Drake)
0.0576,129.055,Fergie,"pop, R&B",2006,292373,Fergalicious
0.109,127.961,Zedd,"hip hop, pop, Dance/Electronic",2014,217346,Stay The Night - Featuring Hayley Williams Of Paramore
0.015,106.008,Olly Murs,"pop, Dance/Electronic",2012,185586,Troublemaker (feat. Flo Rida)
0.6,176.169,Bad Bunny,latin,2019,250533,Callaita
0.00461,89.342,Three Days Grace,"rock, metal",2003,231480,I Hate Everything About You
0.365,151.894,Drake,"hip hop, pop, R&B",2011,235986,Headlines
0.0165,129.967,David Guetta,"hip hop, pop, Dance/Electronic",2010,191000,When Love Takes Over (feat. Kelly Rowland)
0.0041,144.992,The Vamps,pop,2017,197640,All Night
0.568,124.959,Maroon 5,pop,2018,235545,Girls Like You (feat. Cardi B) - Cardi B Version
0.0371,117.021,Enrique Iglesias,"pop, latin",2003,223133,Not In Love - Radio Mix
0.385,75.089,Passenger,pop,2012,252866,Let Her Go
0.174,202.015,Mustard,"hip hop, pop",2019,192470,Pure Water (with Migos)
0.588,84.094,Sam Smith,pop,2014,172723,Stay With Me
0.0291,163.826,Bomfunk MC's,pop,2000,306333,Freestyler
0.0373,125.876,Alesso,"pop, Dance/Electronic",2014,209866,Heroes (we could be)
0.127,140.022,JAY-Z,hip hop,2011,219333,Ni**as In Paris
0.2,139.992,Rae Sremmurd,"hip hop, pop",2016,208120,Swang
0.0394,123.021,Mary J. Blige,"pop, R&B",2007,242133,Just Fine
0.0844,94.019,Atomic Kitten,pop,2001,185013,Whole Again
0.688,82.331,Baby Bash,"hip hop, pop, R&B, latin",2003,239026,Suga Suga
0.00301,126.003,Pitbull,"hip hop, pop, latin",2009,238506,Hotel Room Service
0.0691,133.002,Ava Max,pop,2018,187436,Sweet but Psycho
0.291,80.045,Adele,"pop, R&B",2008,210506,Chasing Pavements
0.281,86.844,JAY-Z,hip hop,2009,267520,Run This Town
0.248,139.92,Kelly Clarkson,"pop, R&B",2004,219493,Because of You
0.0323,123.07,Axwell /\ Ingrosso,"pop, Dance/Electronic",2017,203000,More Than You Know
0.299,101.025,Snoop Dogg,"hip hop, pop",2005,299146,Beautiful
0.0193,79.178,Eminem,hip hop,2004,296880,Like Toy Soldiers
0.0113,83.001,JoJo,"hip hop, pop, R&B",2006,223680,Too Little Too Late
0.516,82.168,Katie Melua,"pop, easy listening, jazz",2005,197160,Nine Million Bicycles
0.0281,179.642,Alan Walker,Dance/Electronic,2018,212106,Faded
0.372,68.637,Shayne Ward,pop,2006,219600,That's My Goal
0.00994,113.029,Madonna,pop,2009,189693,4 Minutes (feat. Justin Timberlake & Timbaland)
0.113,129.959,girl in red,"pop, rock, Dance/Electronic",2018,184153,we fell in love in october
0.896,119.959,Billie Eilish,"pop, Dance/Electronic",2017,180933,Bored
0.654,182.571,Alexandra Burke,pop,2009,217826,Hallelujah
0.0242,118.004,Flo Rida,"hip hop, pop",2015,224258,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"
0.0506,139.091,Meghan Trainor,pop,2015,182666,Lips Are Movin
0.116,104.655,Red Hot Chili Peppers,rock,2006,334666,Snow (Hey Oh)
0.142,149.965,Nick Lachey,pop,2006,244613,What's Left Of Me
0.091,104.016,Jonas Blue,"pop, Dance/Electronic",2017,181614,Mama
0.00312,145.992,Zara Larsson,"pop, Dance/Electronic",2017,213427,Never Forget You
0.00117,135.205,Melanie C,"pop, Dance/Electronic",1999,352173,I Turn To You
0.309,139.028,Christina Perri,pop,2011,285120,A Thousand Years
0.0312,73.003,2 Chainz,"hip hop, pop",2017,210200,It's A Vibe
0.376,132.493,Craig David,"hip hop, pop, R&B",2000,257200,Fill Me In
0.102,87.002,Sean Paul,"hip hop, pop",2002,273360,I'm Still in Love with You (feat. Sasha)
0.0553,157.036,6ix9ine,hip hop,2018,157643,GUMMO
0.0215,99.99,The Chainsmokers,"pop, Dance/Electronic",2017,221506,Paris
0.113,173.906,Rihanna,"hip hop, pop, R&B",2009,222920,Rude Boy
0.0191,148.0,Florida Georgia Line,country,2012,208960,Cruise
0.00192,99.952,Alanis Morissette,"pop, Folk/Acoustic",2002,269400,Hands Clean
0.0117,128.044,Maroon 5,pop,2010,201493,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance"
0.147,120.041,Bastille,"pop, rock",2016,206493,Good Grief
0.687,92.6,Garrett Nash,"hip hop, pop",2016,251033,"i hate u, i love u (feat. olivia o'brien)"
0.0288,127.961,Deorro,"pop, Dance/Electronic",2015,211975,Five More Hours
0.529,114.635,Eminem,hip hop,2010,248133,Not Afraid
0.0404,95.468,Matchbox Twenty,"pop, rock",2000,256133,Bent
0.15,121.03,Maggie Lindemann,"rock, pop",2017,193613,Pretty Girl - Cheat Codes X CADE Remix
0.264,154.943,Ellie Goulding,"pop, rock, Dance/Electronic",2015,213445,On My Mind
0.385,90.034,Shontelle,"pop, R&B",2010,226533,Impossible
0.214,68.507,Eamon,set(),2004,225106,Fuck It (I Don't Want You Back)
0.00521,122.014,Lady Gaga,pop,2009,220640,Telephone
3.82e-05,129.352,Keane,pop,2006,186173,Is It Any Wonder?
0.408,94.998,Ashanti,"hip hop, pop, R&B",2003,209120,Rock Wit U (Awww Baby)
0.294,82.324,Ariana Grande,pop,2013,227026,The Way
0.2,85.013,Cali Swag District,"hip hop, pop",2011,237480,Teach Me How to Dougie
0.000731,164.007,Nickelback,"rock, metal",2005,219320,Savin' Me
0.011,111.989,Sting,"rock, pop",1999,285960,Desert Rose
0.00726,127.008,Pitbull,"hip hop, pop, latin",2012,206120,Don't Stop the Party (feat. TJR)
0.538,139.909,S Club 7,pop,2001,201533,Have You Ever
0.328,135.128,Billie Eilish,"pop, Dance/Electronic",2019,194087,bad guy
0.128,89.338,Jason Derulo,"hip hop, pop",2010,215746,Ridin' Solo
0.166,186.394,SAYGRACE,"pop, R&B",2015,199314,You Don't Own Me (feat. G-Eazy)
0.00952,103.7,The Pussycat Dolls,"pop, R&B",2005,229360,Beep
0.0576,171.853,Kodak Black,hip hop,2017,268186,Tunnel Vision
0.0127,111.014,Britney Spears,pop,2004,213893,My Prerogative
0.233,159.963,Tweet,"hip hop, pop, R&B",2002,237800,Oops (Oh My) [feat. Missy Elliott]
0.0375,107.985,Major Lazer,"hip hop, pop, Dance/Electronic",2015,166138,Light It Up (feat. Nyla & Fuse ODG) - Remix
0.0616,101.875,Nelly,"hip hop, pop, R&B",2000,291781,Ride Wit Me
0.00144,103.998,P!nk,pop,2012,247906,Try
0.0144,126.879,Swedish House Mafia,"pop, Dance/Electronic",2011,213337,Save The World
0.0661,134.007,Kandi,"pop, R&B",2000,243533,Don't Think I'm Not
0.533,177.87,Missy Elliott,"hip hop, pop, R&B",2001,211120,Get Ur Freak On
0.48,171.812,Ne-Yo,"pop, R&B",2008,232000,Miss Independent
0.203,160.014,Keri Hilson,"pop, R&B",2010,243920,Pretty Girl Rock
0.286,125.802,Destiny's Child,"pop, R&B",2004,245400,Cater 2 U
0.00451,102.42,Cheat Codes,"pop, Dance/Electronic",2016,228361,Sex
0.299,172.155,Ray J,"hip hop, pop, R&B",2008,204040,Sexy Can I feat. Yung Berg
0.0065,124.082,Orson,pop,2006,167493,No Tomorrow
0.0659,92.474,OneRepublic,pop,2007,223853,Stop And Stare
0.0847,120.226,Jim Jones,"hip hop, pop",2006,236080,We Fly High
0.00131,127.945,Calvin Harris,"hip hop, pop, Dance/Electronic",2012,234360,We'll Be Coming Back (feat. Example)
0.0492,143.994,3 Doors Down,"pop, rock, metal",2002,238733,Here Without You
0.00331,130.015,Robbie Williams,"pop, rock",2004,233600,Radio
0.0218,126.976,Alexandra Stan,"pop, Dance/Electronic",2011,195105,Mr. Saxobeat
0.0165,91.993,Jason Derulo,"hip hop, pop",2011,192200,It Girl
0.0303,104.719,Jennifer Lopez,"hip hop, pop, R&B",2001,211493,Play
0.00125,127.966,David Guetta,"hip hop, pop, Dance/Electronic",2014,170625,Bad (feat. Vassy) - Radio Edit
0.013,122.988,Cheryl,"pop, Dance/Electronic",2009,223253,Fight For This Love
0.033,172.247,M.I.A.,"pop, rock",2007,205200,Paper Planes
0.0602,93.63,No Doubt,"rock, pop",2001,207040,Hey Baby
0.0558,92.997,Maroon 5,pop,2012,219546,One More Night
0.0362,97.972,Big Sean,"hip hop, pop",2015,284386,I Don't Fuck With You
0.00112,144.043,Scooter,"pop, Dance/Electronic",2013,234116,The Logical Song
0.0326,98.989,Christina Aguilera,pop,2002,255266,Can't Hold Us Down (feat. Lil' Kim)
0.0102,191.944,Sia,pop,2016,210226,The Greatest (feat. Kendrick Lamar)
0.348,130.739,The Band Perry,country,2010,222773,If I Die Young
0.0509,102.99,Rihanna,"hip hop, pop, R&B",2015,219305,Bitch Better Have My Money
0.269,122.035,The Fray,pop,2005,262533,How to Save a Life
0.199,123.962,Calvin Harris,"hip hop, pop, Dance/Electronic",2016,222160,This Is What You Came For (feat. Rihanna)
0.0132,103.383,Amy Winehouse,R&B,2006,256946,You Know I'm No Good
0.171,195.685,Angie Martinez,pop,2019,244466,If I Could Go! (feat. Lil' Mo & Sacario)
0.0285,117.033,S Club 7,pop,2001,233626,Don't Stop Movin'
0.064,116.714,Keyshia Cole,"hip hop, pop, R&B",2005,255333,Love
0.00769,126.853,Basement Jaxx,"pop, Dance/Electronic",2001,217493,Romeo
0.106,93.401,Jennifer Lopez,"hip hop, pop, R&B",2002,172240,I'm Gonna Be Alright (feat. Nas)
0.0541,71.815,Amy Winehouse,R&B,2006,214946,Rehab
0.00112,102.017,Ying Yang Twins,"hip hop, pop",2005,179160,Wait (The Whisper Song)
0.784,109.581,Westlife,pop,2006,219106,The Rose
0.0525,110.049,Eminem,hip hop,2013,250188,The Monster
0.0295,173.585,JAY-Z,hip hop,2009,276920,Empire State Of Mind
0.0901,95.953,Mariah Carey,"pop, R&B",2005,203360,It's Like That
0.453,113.901,Jonas Blue,"pop, Dance/Electronic",2015,212424,Fast Car
0.000298,128.29,Ciara,"pop, R&B",2004,256346,Oh (feat. Ludacris)
0.0022,125.946,Otto Knows,"pop, Dance/Electronic",2012,192866,Million Voices - Radio Edit
0.0912,77.506,John Legend,"pop, R&B",2008,284186,Green Light (feat. André 3000)
0.0895,121.949,Beyoncé,"pop, R&B",2008,208066,Sweet Dreams
0.0853,121.028,Zara Larsson,"pop, Dance/Electronic",2017,226720,I Would Like
0.00691,157.469,Puddle Of Mudd,"rock, metal",2001,303920,Blurry
0.0771,107.356,Sam Feldt,"pop, Dance/Electronic",2019,174444,Post Malone (feat. RANI)
0.0933,127.019,Madonna,pop,2008,287906,Give It 2 Me
0.0478,100.005,Usher,"hip hop, pop, R&B",2001,269400,U Don't Have to Call
0.00175,129.988,Beyoncé,"pop, R&B",2016,232560,Sorry
0.00876,118.007,Five,pop,2001,218626,Let's Dance - Radio Edit
0.23,83.014,Craig David,"hip hop, pop, R&B",2000,235133,7 Days
0.252,96.102,Backstreet Boys,pop,2000,230093,Shape of My Heart
0.0843,101.019,Selena Gomez & The Scene,"pop, Dance/Electronic",2011,195613,Who Says
0.00554,91.977,Beyoncé,"pop, R&B",2007,199853,Beautiful Liar
0.0319,89.99,Gym Class Heroes,"hip hop, pop",2011,210960,Stereo Hearts (feat. Adam Levine)
0.0282,126.01,Galantis,"pop, Dance/Electronic",2016,189126,No Money
0.0376,95.989,Luis Fonsi,"pop, latin",2017,173720,Échame La Culpa
0.0296,102.072,Khia,"pop, R&B",2015,222560,"My Neck, My Back (Lick It)"
0.32,120.046,Britney Spears,pop,2003,223773,Me Against the Music (feat. Madonna) - LP Version / Video Mix
0.0841,129.973,David Guetta,"hip hop, pop, Dance/Electronic",2012,222500,She Wolf (Falling to Pieces) [feat. Sia]
0.339,81.125,Missy Elliott,"hip hop, pop, R&B",1998,215466,Hot Boyz
0.0884,128.429,George Michael,set(),2004,265826,Amazing
0.00836,138.559,Gorillaz,hip hop,2005,222640,Feel Good Inc.
0.0371,80.063,Eminem,hip hop,2000,404106,Stan
0.0305,137.996,Migos,"hip hop, pop",2018,303076,MotorSport
0.00616,103.887,Liberty X,pop,2019,237359,Just A Little
0.0778,101.868,Missy Elliott,"hip hop, pop, R&B",2002,263226,Work It
0.0797,99.945,Justin Bieber,pop,2015,200786,Sorry
0.74,120.046,Billie Eilish,"pop, Dance/Electronic",2019,193143,bury a friend
0.00987,119.95,Kesha,"pop, Dance/Electronic",2010,204760,We R Who We R
0.271,100.034,Kygo,"pop, Dance/Electronic",2016,223186,Stole the Show
0.129,125.906,Rihanna,"hip hop, pop, R&B",2010,235493,Only Girl (In The World)
0.0223,98.02,Selena Gomez,pop,2015,229080,Same Old Love
0.00385,85.014,Coldplay,"rock, pop",2011,239215,Princess of China
0.348,124.036,Madonna,pop,2000,273533,American Pie
0.0202,121.057,Nina Sky,"pop, R&B",2004,232000,Move Ya Body
0.0215,127.962,Calvin Harris,"hip hop, pop, Dance/Electronic",2014,224506,Summer
0.00144,103.998,P!nk,pop,2012,247906,Try
0.448,140.046,Daniel Powter,pop,2005,233640,Bad Day
0.00453,93.01,Trey Songz,"hip hop, pop, R&B",2009,207546,Say Aah (feat. Fabolous)
0.0199,81.008,50 Cent,"hip hop, pop",2003,219400,"Wanksta - From ""8 Mile"" Soundtrack"
0.0856,170.037,Doja Cat,pop,2019,202333,Juicy
0.0542,119.603,Kanye West,hip hop,2008,270306,Love Lockdown
0.271,147.905,Carrie Underwood,"pop, country",2005,199946,Before He Cheats
0.0113,127.975,Rihanna,"hip hop, pop, R&B",2010,243533,S&M
0.017,99.974,Da Brat,"hip hop, pop, R&B",2000,221160,What'chu Like (feat. Tyrese)
0.0733,135.702,DJ Khaled,"hip hop, pop",2018,260000,No Brainer
0.000917,172.984,Foo Fighters,"rock, metal",2007,269373,The Pretender
0.0162,120.011,Katy Perry,pop,2010,227741,Teenage Dream
0.0619,94.992,Macklemore & Ryan Lewis,"hip hop, pop",2012,235613,Thrift Shop (feat. Wanz)
0.0159,121.985,Disclosure,"pop, Dance/Electronic",2013,255631,Latch
0.049,117.011,The Saturdays,"pop, Dance/Electronic",2010,207613,Higher
0.0178,104.237,J Balvin,latin,2017,189029,Mi Gente
0.348,130.739,The Band Perry,country,2010,222773,If I Die Young
0.0039,125.02,Madonna,pop,2005,337733,Hung Up
0.00133,130.018,September,"pop, Dance/Electronic",2007,209800,Cry for You
0.374,128.005,Tiësto,"pop, Dance/Electronic",2018,215759,Jackie Chan
0.347,97.007,Mario Winans,pop,2016,257333,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster
0.11,93.033,B.o.B,"hip hop, pop",2010,180480,Airplanes (feat. Hayley Williams of Paramore)
0.0376,164.054,Take That,pop,2007,237760,Rule The World - Radio Edit
0.176,125.905,Dynoro,"pop, Dance/Electronic",2018,184560,In My Mind
0.00107,122.028,Train,pop,2012,195973,Drive By
0.0658,127.898,Chris Brown,"hip hop, pop, R&B",2019,225881,Beautiful People
0.00795,120.012,Selena Gomez,pop,2015,217906,Kill Em With Kindness
0.0431,130.037,Clean Bandit,"pop, Dance/Electronic",2016,225914,Tears (feat. Louisa Johnson)
0.102,113.939,Shawn Mendes,pop,2015,223853,I Know What You Did Last Summer
0.00466,160.028,Kaiser Chiefs,rock,2005,217706,Everyday I Love You Less And Less
0.0518,159.779,Green Day,rock,2009,321093,21 Guns
0.633,81.998,James Blunt,pop,2005,209493,You're Beautiful
0.00656,175.017,DJ Fresh,"pop, Dance/Electronic",2012,182333,Hot Right Now (feat. RITA ORA) - Radio Edit
0.00967,111.91,James Morrison,"pop, R&B",2008,250453,Broken Strings
0.527,79.798,Shayne Ward,pop,2006,223066,No Promises
0.153,79.064,Train,pop,2001,259933,Drops of Jupiter (Tell Me)
0.0923,94.857,Lloyd Banks,"hip hop, pop",2004,187280,On Fire
0.00314,119.001,Lady Gaga,pop,2009,294573,Bad Romance
0.000334,126.019,P!nk,pop,2008,215160,So What
0.0986,84.003,Yung Joc,"hip hop, pop",2006,241840,It's Goin' Down (feat. Nitti)
0.0575,112.956,Cheat Codes,"pop, Dance/Electronic",2017,223503,No Promises (feat. Demi Lovato)
0.0559,142.079,Drake,"hip hop, pop, R&B",2015,205879,Jumpman
0.428,92.987,The Weeknd,"pop, R&B",2016,269186,I Feel It Coming
0.291,73.108,Avant,"pop, R&B",2003,263506,Read Your Mind
0.0191,137.03,So Solid Crew,Dance/Electronic,2001,302826,21 Seconds
0.0154,127.919,Fedde Le Grand,"pop, Dance/Electronic",2015,150533,Put Your Hands Up for Detroit - Radio Edit
0.769,81.418,Sam Smith,pop,2015,278987,"Writing's On The Wall - From ""Spectre"" Soundtrack"
0.621,100.017,Charlie Puth,pop,2016,217706,We Don't Talk Anymore (feat. Selena Gomez)
0.0538,91.048,Kendrick Lamar,hip hop,2012,350120,m.A.A.d city
0.000738,100.04,P!nk,pop,2006,197173,Stupid Girls
0.0506,140.043,Chris Brown,"hip hop, pop, R&B",2007,250666,Kiss Kiss (feat. T-Pain)
0.355,104.013,AlunaGeorge,"pop, Dance/Electronic",2016,209425,I'm In Control
0.0928,128.008,Flo Rida,"hip hop, pop",2008,231400,Low (feat. T-Pain)
0.0219,123.002,Lilly Wood and The Prick,"pop, rock",2014,189399,Prayer in C - Robin Schulz Radio Edit
0.00498,128.001,Kesha,"pop, Dance/Electronic",2012,211920,Die Young
0.109,89.996,The Chainsmokers,"pop, Dance/Electronic",2018,193200,Sick Boy
0.279,95.948,B Young,"hip hop, Dance/Electronic",2018,173153,Jumanji
0.00394,167.046,Green Day,rock,2004,261266,Boulevard of Broken Dreams
0.147,133.123,Lil Dicky,"hip hop, pop",2018,216631,Freaky Friday (feat. Chris Brown)
0.00143,95.506,Lily Allen,pop,2006,196893,Smile
0.691,165.508,Shakira,"pop, latin",2001,224066,Underneath Your Clothes
0.082,120.036,Astrid S,"rock, pop, Dance/Electronic",2016,208728,Hurts So Good
0.191,100.015,Marshmello,"pop, Dance/Electronic",2018,214289,Happier
0.592,140.048,Ariana Grande,pop,2019,178626,7 rings
0.0854,107.908,P!nk,pop,2000,202800,There You Go
0.25,116.027,Elliott Yamin,set(),2007,261320,Wait for You
0.00112,127.999,will.i.am,"hip hop, pop",2013,279506,#thatPOWER
0.64,82.82,J. Holiday,"hip hop, pop, R&B, Dance/Electronic",2007,220053,Suffocate - Superclean
0.14,110.621,Olly Murs,"pop, Dance/Electronic",2011,202266,Heart Skips a Beat (feat. Rizzle Kicks)
0.0881,99.699,B2K,"hip hop, pop, R&B",2002,223293,Uh Huh
0.000563,125.99,Eric Prydz,"pop, Dance/Electronic",2008,157432,Pjanoo - Radio Edit
0.31,87.016,Ellie Goulding,"pop, rock, Dance/Electronic",2014,231211,Burn
0.515,140.141,Soulja Boy,"hip hop, pop",2007,221933,Crank That (Soulja Boy)
0.00542,120.003,The Pussycat Dolls,"pop, R&B",2005,272080,Don't Cha
0.512,163.953,Leona Lewis,"pop, R&B",2007,234173,Better in Time
0.135,149.967,Ellie Goulding,"pop, rock, Dance/Electronic",2010,176613,Starry Eyed
0.0185,92.988,Pretty Ricky,"hip hop, pop, R&B",2007,242586,On the Hotline - Amended Version
0.202,94.981,Rich The Kid,"hip hop, pop",2018,175229,Plug Walk
0.272,79.983,Beyoncé,"pop, R&B",2008,261640,Halo
0.0404,124.08,MEDUZA,"pop, Dance/Electronic",2019,152913,Piece Of Your Heart
0.13,188.115,Stormzy,"hip hop, Dance/Electronic",2019,196266,Vossi Bop
0.452,119.038,AWOLNATION,"pop, rock",2011,259102,Sail
0.0352,111.987,Little Mix,pop,2015,211773,Black Magic
0.0858,91.03,Enrique Iglesias,"pop, latin",2016,199693,DUELE EL CORAZON (feat. Wisin)
0.0107,137.776,Young T & Bugsey,hip hop,2019,214203,Strike a Pose (feat. Aitch)
0.697,126.684,Dean Lewis,pop,2018,196373,Be Alright
0.0391,199.958,Lumidee,"pop, R&B",2003,184906,"Never Leave You (Uh Oooh, Uh Oooh)"
0.027,110.086,Usher,"hip hop, pop, R&B",2004,224640,Caught Up
0.0581,121.003,Eminem,hip hop,2004,248680,Just Lose It
0.118,118.999,Lady Gaga,pop,2008,237200,Poker Face
0.0524,124.982,Imagine Dragons,rock,2017,204346,Believer
0.331,145.038,Post Malone,hip hop,2018,231266,Better Now
0.136,115.995,Nelly,"hip hop, pop, R&B",2013,209466,Hey Porsche
0.0491,154.514,The Fratellis,rock,2006,215306,Chelsea Dagger
0.00149,122.029,MK,"pop, Dance/Electronic",2017,196489,17
0.0007,79.119,Lil Wayne,"hip hop, pop",2011,248586,6 Foot 7 Foot
0.295,90.933,Razorlight,"rock, pop",2006,249760,America
0.0743,85.098,Alicia Keys,"pop, R&B",2003,256000,Karma
0.0949,131.059,Ludacris,"hip hop, pop",2001,296586,Rollout (My Business)
0.208,96.673,Ja Rule,"hip hop, pop, R&B",2001,245133,Always On Time
0.000969,150.154,Soulja Boy,"hip hop, pop",2008,206333,Turn My Swag On
0.00179,89.828,T-Pain,"hip hop, pop, R&B",2008,273826,Can't Believe It (feat. Lil' Wayne)
0.00275,96.0,U2,"World/Traditional, rock",2004,305080,Sometimes You Can't Make It On Your Own
0.0071,105.253,Beyoncé,"pop, R&B",2007,240280,Deja Vu (feat. Jay-Z)
0.000189,117.952,Capital Cities,pop,2013,192693,Safe And Sound
0.136,128.002,Jagged Edge,"hip hop, pop, R&B",2000,246720,Promise
0.0046,110.018,Linkin Park,"rock, metal",2003,185586,Numb
0.211,109.974,Charlie Puth,pop,2018,200853,How Long
0.00201,127.963,Rihanna,"hip hop, pop, R&B",2011,242680,Where Have You Been
0.000107,201.8,Drake,"hip hop, pop, R&B",2011,181573,The Motto
0.00102,124.938,Eric Prydz,"pop, Dance/Electronic",2007,198567,Proper Education - Radio Edit
0.00172,153.398,Kings of Leon,rock,2008,203346,Sex on Fire
0.0764,99.978,Hot Chelle Rae,"hip hop, pop, rock",2011,200466,Tonight Tonight
0.0612,134.052,Ariana Grande,pop,2016,235946,Dangerous Woman
0.244,128.108,The Wanted,"pop, Dance/Electronic",2012,198800,Chasing The Sun
0.063,136.482,Geri Halliwell,pop,2001,254640,It's Raining Men
0.00184,150.01,La Roux,"pop, Dance/Electronic",2009,248626,In For The Kill
0.0217,95.084,Eminem,hip hop,2013,238746,Berzerk
0.000677,105.038,Saweetie,"hip hop, pop, R&B",2019,126446,My Type
0.279,138.045,Crazy Frog,pop,2005,168879,Axel F
0.0391,129.885,Armin van Buuren,"pop, Dance/Electronic",2013,204360,This Is What It Feels Like
0.164,144.954,Basshunter,pop,2008,176453,All I Ever Wanted - Radio Edit
0.0132,93.047,Nick Jonas,pop,2014,222213,Jealous - Remix
0.088,125.978,6ix9ine,hip hop,2018,179404,FEFE
0.932,72.795,Bruno Mars,pop,2012,213826,When I Was Your Man
0.407,119.964,Miley Cyrus,pop,2013,221360,Wrecking Ball
0.0215,94.006,Flo Rida,"hip hop, pop",2015,192190,My House
0.00167,205.57,Blake Shelton,country,2011,210720,Honey Bee
0.0611,127.079,Migos,"hip hop, pop",2017,343150,Bad and Boujee (feat. Lil Uzi Vert)
0.162,100.05,Lorde,"pop, Dance/Electronic",2013,193058,Team
